labels,text
1,i m sorry spoilsport  i found terrible book worse series  leaving aside wild inaccuracies  main ones auel s portrayal neandertals doltish brutes the heroine constantly making earthshaking discovery another  shampoo  domestication animals  law genetics  sex pregnancy   last least  tampax  no else figure anything   churning nobel laureate discovery another  i m sure later books found making short wave radio large rock  it became really maddening 
2,the kindle editions books chock full typographical errors sometimes make difficult figure written  the typos made feel like i d gyped price books 
2,extremely well written  good plot  characters mrs auel done research  now s bad part  it anthropologically inaccurate  mrs auel beautifully stereotyped depiction neanderthals stooped  muzzle jawed  intellectually inferior creatures compared wonderful cro magnon people tall erect graceful carriage  blue eyes blond hair  i mentioned book anthropology professor said  succintly   burn   quot
5,this books i ve read many times  it s favorite books  it tells story ayla   due earthquake childhood  adopted group people like unlike  in order fit new society  must go instict  she learns hunt  though s forbiddin  learns heal because family thinks way value patriarchal society  she raped young age  bears child  nearly loses many people critical  ayla too perfect  discovers much  well    it s fiction  she n t perfect every way  full self doubt  frequently makes poor decisions life ayla strong character  jean auel great writer  imagery books fantastic  they well researched enjoyable  i loved 
4,this story total humanity  the characters real captivating  i love this book         if anyone asks books read  i would definately reccomend book  clan cave bear tought i  dare different  this great book 
5,this better book series  you grow love characters  quite realistic  talk going back time book  jean auel wonderful way reader  excellent series i ve anxiously read every book 
5,it difficult keep step ahead ms aurels  i never gave thought people time history  but first paragra mind carries away new adventure  gives promise long happy union 
5,finished reading last night  amazing story    it bit difficult gettingst chapter  i good go  totally imaginative  riveting  touching  pretty much leaves kinda obsessive focus even re reading  i loved language  n t remember last time i read book taught so many new words     story line  good grief      i totally no idea book going intense  amazing  it s moments i realize  appreciate really judge book s cover name  some things must read  auel descriptive thorough writing  i m happy i came across series   realllllyyy makes think pulls emotions  if re reading kindle  truly indulge love dictionary  every pages i hover kindle cursor word get definition  good stuff 
1,lets see  young blue eyed  pretty every way superior cromagnon ayla manages transcend brutish  neanderthal counterparts invent fire  discover cause pregnancy  invent wheel  magical process thought author bestows upon her silly  fatuous literay hash 
5,this book came within week i ordered  it good condition i enjoying 
2,this feminist parable neaderthals  almost neanderthal characters  representing male oppressors intellectually emotionally evolved female represented cro magnon  ayla  i giggled every time neaderthal characters  made sign  indicating command sexual favors  picturing short rhythmic fist pumping motion sometimes used modern males allude intercourse  two stars  sometimes interesting anthropological details  laughs 
1,i really wanted like book  after good friend suggested i decided give go  big mistake  this book put sleep  literally  the description land plant life goes forever  takes way long get plot s worth time 
3,i like historical novels hard get  maybe need set try future  my mother raved  i bought 
5,jean auel wonderful writer  her books magiacally alive  impossible put started  the best book i read lifetime 
5,i first read clan cave bear i prompted mom i thought  another lousy stories  i read first page i enthralled   i simply could eyes page   i year old living kars  ontario  i reccommend book everyone        nobody writes like jean m not ever this book made laugh  well cry  i read books  eagerly awaitingth book i love book  i would give stars  possible  if anyone dares insult work presence     
5,i ve read  books jean m auel  twice   i m sure story ended yet  i sleep i know happens next  please mrs auel could finish books entended  a suggestion  story strong  no need waste paper inserting full description love life every twenty pages  i m sure commercial reasons story incomplete without descriptions  thanks many hours joy i books  hope i make many mistakes english anita
4,i misfortune read three books series reading clan cave bear detract joy reading book ayla s story  although author written ancestors trueism ayla s constant fight survival success inspite broud s dislike  simply diffrent helps push story along their battle continues even brutily beats rapes her her decision leave clan inserch selfpreservation  leaving hard necessary the book highly intresting authors eye detail truly awsom keep mz auel there rumor another book works hurry please 
5,a beautiful story  could n t put  so well written i felt like i ayla clan 
5,while reading series seemed always slip mind throughout anytime day  it became facinating i would ponder constantly  i marveled talent mrs auel blessed grateful shared blessings given us true heroine ayla  this series i treasure love read again the time put researching truely paid off you feel right treking along steppes  reading series wonderful experience 
5,my best friend first introduced books probably i  since  i able put  i n t know many times i ve read  re read books  they still get every time  the detailing description really makes think  visualize ayla sees  i often wish i could  sees sees  jondalar  how cute  i know every book almost heart  i know s coming   i still anticipate agonize every time  i n t bought many books earth s children series always satisfies  leaves wanting  i  anxious next book    hurry already 
5,i read book first time i years old  since time  i got others series  i tell many times i read reread story  well others  at time  came together paperback  i bought  now  ragged held together tape  i awaiting time mrs auel comes another book  i would definetely line 
5,one best books i ve read  it brought tears eyes especially  strong touching made really think  the book excellent last word 
5,i purchased copy  the clan cave bear  help complete set  earth s children  books  my first reading library book  i loved series decided reread  jean auel amazing i look forward another book 
5,excellent compilation leadership attributes innovation collection well written articles made think connect real world phenomenon  i enjoy reading peter drucker s books content book peter drucker s flavor  the clarity style book truly outstanding 
4,very nice floor mats  bought honda civic work great  super deal  shipping fast exactly i expected  a little small fit vehicles  might small large trucks 
4,this product made durable material managed handle salt snow past winter months if anything floor mats would protect ones came car  even patriots fan 
2,the blue portion mats different blue  it looked like navy blue i found disappointing s like pair bootleg mats 
5,i new orleans saints fan since franchise began  i longer live new orleans i still support team  i wear saints gear play  my entire family hard saints fans  i fly saints flag car  saints floor mats  every time i get car  i say  geaux saints      the color perfect interior vehicle  i would recommend saints floor mats saints fans  i wished mats rear 
1,matt driver side slides forward i found way anchor  it would better broncos gone super bowl  the  prayer thin air    the kneel d town   
4,i bought friend birthday n t picture posted description i figured old version without scary lady cover n t  oh well 
3,abigail buren s column oddly dated  case simply     it interesting hear background relationship ann landers  her  mostly implied  view married lifeiesies horror show  maybe therefore enlightening  younger readers may find laughable  still  underlying humanness stands test time  barely 
3,the plot thin  producers resort lot female flesh keep male audience awake  this type story condense story line important developing plot  could view mins  sorry  good performances wasted 
3,very beautifull ring nice design  bought armor ring picture  set  thank 
5,book bought best friend  it lot easy  inexpensive ideas  great reference book 
1,i bought backpack i wanted new bag laptop  i got good jansport backpack niece month ago liked  i chose jansport  it s question jansport generally good brand but particular backpack really poorly made  the texture made cheap materials  definitely looks good picture shown website  there many compartments bag poor paddings  space big described  nevertheless  laptop sleeve wide  widescreen notebook  so i bought another backpack swissgear weekend i saw third price jansport  and quality new bag much much much better one do n t buy backpack 
3,i ve owned jansport backpacks past  decent enough bag  s definitely past quality  the material thinner  zippers heavy duty  and s deal  jansport  did run zipper pulls  half zippers missing  despite picture shows   cheap  on plus side  plenty internal external pockets  large laptop fits without fight  s well padded 
3,stern tells story though writing novel  complete dialogue imagined scenes  characters   as book quite useless conventional researchers  however  narrative certainly entertaining helps show evolvingth century misconceptions lincoln assassination john wilkes booth kara sowles  suzanne davies
5,the russian general  prince serge obolensky grew court nicholas ii  served officer chevalier guards wwi  this remarkable obolensky s long varied life  student soldier city stockbroker soldier  time lt col us oss wwii  impresario new york city  married first russian princess later alice astor  obolensky rareth c characters  knew everyone   yet comes across print humble self deprecating  he leading representative civilization completely swept away revolution  this good read  pity print present 
5,por favor  importa español pobre  serio hispanohablante  cuando trece años libro mejora amiga dio  imediamente enamorado idioma   jugadores historia complicada intimo   mas que humano  libro importantes siencias  libros intelligentes 
4,this enjoyable film i would seen i n t suscribed amazon prime  i m getting perks  etc  reccomending amazon prime  features instant video  while many films rental fee  film included i would watched without incentive i found plot film rather predictable  acting good  i n t seen many danish films interesting cultural level  the scenery n t huge part film  showed lovely aspects copenhagen  i enjoy film would suggest people wanting thoughtful film somewhat vein ofthe descendants 
5,this movie wonderful fully devloped story reveals slowly first part film  it filled family drama  sexual tension  mans deep love family knows dying  well worth long movie time  dubbed english  i american n t speak danish   i still thinking today  watching yesterday evening 
5,great film  interesting narrative easy follow  the story past love reintroduced twenty year gap effected involved  a new family melded original partners story revealed  beautifully shot cast 
5,great acting  love characters story  real love story  watching deleted scenes listening director interview really fills whole story adds character motives  i enjoyed spoken danish  i ll enjoy watching many times 
3,a works children indian orphanage  mads mikkelson  called back native denmark meet mysterious  rolf lassgard  willing contribute large sum financially strapped institution condition face to face meeting  this sets stage number surprises the magnificent cast earns film three stars  their work powerful elevate even contrived circumstances  however  really let director  co writer susanne bier  fashioned manipulative story pure soap opera  she annoying visual style exemplified lots close ups eyeballs lips 
5,flawless   great movie lots heart beautiful perspective  thoughtful story line makes life hit home  enjoy 
3,screen shots bit repetitive  close ups blinking eyes   many times n t evoke feeling the plot  halfway mark good  interesting moving  finally understand jorgen s weird behavior however  plot story line could improved get terms relationship jacob jorgen  something bit left  i n t put finger   the plot interesting  although bit melodramatic totally believeable  thought provoking nonetheless  the perfect way   mouths babes   
4,these first words amazon com product description   equal parts weepy drama soap opera   this profoundly shallow stupid description film  fire reviewer  amazon  the story unfolds intelligently  acting believable first class  overall effect extremely moving  american movies study film  u s films  first  need craft stories instead recycling old old  i advice regarding american casting  stop recycling old faces  please  this movie makes feel hope art form film  american film makers note 
4,wonderful movie people wants watch complications life evolve something change ideas you things  still ok  it could possibly happen real life  bitter sweet  i cried could see sweetness lives completly changed pathways thought would old roads ended meeting  it life s ups downs message staying telling truth people cope  i enjoyed movie 
4,past mistakes future opportunities  it s better read plot summary main character gradually finds really going  his orphanage india running funds unless get danish billionaire consider project worthy support others considering  of course rich goals  it s viewer judge realistic noble  it n t typical cliche poor good rich bad  they strengths weaknesses 
2,i album original vinyl earlier cd release  i always sucker remaster  decided heck  i chose poorly  remixes n t sound right  for i know  version original intent  i hope 
4,although little uneven  release two timeless ballads   iris    one step ahead   rollicking good time pop songs  history never repeats  i do n t wan dance  hard act to follow  dazzling  ships  favorite enz songs  actually i think better thier debut shows lot growth 
3,this book certainly attempts show merits free trade alternatives protectionism  mercantilism colonialism  however  larsson s book left many things unsaid  his analysis anecdotal  i anti free trader  i   i could token give multitude horror stories seem result free trade those wish buy comprehensive defense free trade  book  this book rather good source stories vignettes would helpful bar argument big hairy white guy next  instead  i suggest pick against dead hand brink lindsey  much comprehensive gives concise accurate history struggle  race top   
2,i read book business course  larsson meanders chapters  dropping picking points like stream of concience dictation  while pro globalization points good  disregards arguments globalization irrelevant  the point book could made half pages  especially larsson would leave politial bashing out if explore issues globalization make decision whether agree  choose something else  supplement book heavily  it s little boring  may useful background globalization if background business  n t waste time book  the arguments based almost soley macro microeconomics priciples if looking fuel support free trade fire  book provide many supportive case studies  you blessing read book 
2,a series short vignettes fencing  none detailed enough impart real knowledge  a definite lack technical instruction fencing  not sure video would useful   certainly beginner trying learn technical aspects sport 
1,foot  usually preview  far i know  show good example motivate people watch moreof n t   i n t viewed video part download yet picture example contains i inclined view   two fencers  right attacking foot air  next arm point way target retreating    balance    fencer left  attacking  bent arm  front foot  ok maybe need download view i enough faults technique without viewing   sorry looking fencing amazon found video download   sighand wondering i years fencing  three weapons i like think    may disagree   lol  i ok fencer  
1,i ordered   revlon age defying makeup  color  soft beigethey sent   revlon age defying makeup  color  soft beige   note  see color inconsistency note   almay liquid makeup  i order  each  revlon bottles labeled  soft beige  visually looking makeup glass bottles  side side  actual color markedly inconsistent out  bottles i ordered  paid  usable due lack accuracy order fulfillment lack quality control product  i order 
2,i young looking years old woman  i n t wear foundation regular basis  sometimes i like look extra nice  revlon s age defiying foundation n t fit s  it looks good put  wearing hours  magnifies every line face actually i see i never seen  honestly  make foundation  i ll much content without  show n t  i ll become believer   but surely  call age defying  simply true 
1,bought wife recommendation friend  read pages quit sad  i told good ending n t try  prepared tears read 
1,i chose rating i supposed sent books  combined  lost boy  i sent child called  the book looked nothing like picture cleared written i supposed get  i got jipped 
1,ordered christmas  weeks never came  never response  disappointed 
4,this real good game  very realistic  even goal horns  playing nj the mighty ducks hearing goal horn nj brought back nightmares games    the problems i game jersey numbers  for example  i acquired daniel briere  instead letting pick jersey  game automatically gave   it s little things bother  a game good  n t kind glitch it if look past  great game  must buy  i hope nhlk good 
2,i playing video hockey games since commodore days over rated game  i thought i bought wrong game i started playing  even nhl face off better nhlk  the graphics average controls horrible  it feels like players skating sand  the replays ok game n t even create a player option  sega stick football basketball  sorry sega i miss genesis games 
2,the way score game dekes  rebounds defelections  the gameplay stinks  commontary stinks  do not   waist money game 
1,wow  fire emblem horribly designed game   listening characters talk  and talk i mean see pictures screen nothing mouths moving eyes blinking written say  it gets boring quickly  on top fighting almost like playing chess  move characters around squares board never get actually attack enemies  all initiate attack command show little video targeted character hitting enemy maybe hitting back  it s monotonous  cheap looking  fun  my advice anyone considering buying game rent first  then see bad wasting money  opinion  worst gamecube game ever 
5,path radiance incredible game i ve spent waaayyyy much time  simply many characters choose  thus many different tactics use  it s excellent turn based strategy game requires much planning attention enemy movement capabilities similar games  e g  ff tactics   the real gripe i game fact revive characters  may find position nearly complete stage enemy gets lucky critical hit guys destroys  leading beating controller head  swearing liberally reach reset button prepare another hour exact stage  thus  i gave    fun  stars  characters definitely not fun  otherwise  i love game  highly reccommend 
4,not game challenge brain gameplay  story well  inbetween strategizing  awesome story class race  political social strife  rife emotion  while story complex convoluted  never loses logical train thought i gripe  presentation lacking  though character designs top notch  hawk king awesome   music bland  gameplay character interaction animation barely scratches possible gamecube  i lived cutscenes  drop dead gorgeous  far between overall  good game  a must starving gamecube owners  so buy game maybe next home console iteration  revolution  please   game bigger budget could improve presentation 
5,this got best games gamecube  the combat simple easy learn  yet later soon get  complicated fun time  about   story done cinematic cutscenes voice acting good  the graphics beautiful colerful look great  everything sounds good  the story showstopping full surprises terms epic compared lord rings  overall 
5,i n t know  stars overal rating  path radiance fantastic     the charecters names atleast sane unlike many charecters fire emblems   the charecters different eachother interesting    the storyline much others well  i never get board try hard get fighting sequences like i sacred stones if interest games  get definately among top   
4,this great game  good mix turn based strategy action  you play moving team around grid  choosing see results   turn based strategy  from  give front action players combat  etc  it s good fun game  the side i see sometimes really wan dive game make run long history lore game give background  so far  i ve unable find way skip aside pressing buttons goes away lets play  that i m giving   stars  aside  great game  i m playing wii gamecube controller memory card   required play wii 
5,this may favorite games ever  here pros cons pros  it good plot   there strong main character n t worry dying   you need use least strategy win   pick fight battle possible characters   good art cut scenes   a lot hours gameplay   good replay value  if re bored make new game try using different people strategies cons  can confusing first   a little much talking battles  sometimes  i would hurry  i would skip plot order save game can go either way  when character battle n t get back  instead restart level  however adds strategy battles i beleive game worth buying 
4,val kilmer put much heart soul work  you feel feelings reading poetry  some may bit hard understand know personally get general idea wants get accross 
1,do n t waste hard earned money  instead buy real thing   let there be light   darius dinshah  nothing else say  rip off darius dinshah s father s works       
1,what call medical school student graduates bottom class  doctor 
3,i really liked fun reading dragon kid tht found dragon cared dragon  well like dragon friend read book good book read find happens kid dragon 
3,as graduate student history  i know edward lear original included hilarious illustrations make work even better  therefore  reading enjoyable  the poems fun would nice included pictures 
1,i  bought  book kindle  all i got i tried read book list numbers n t correspond anything  i m glad book free i delete without anything 
1,if looking nonsense limerick  book  otherwise  keep looking  i kept looking 
1,this dumbest book i ve read  it riddles rhymes totally n t make sense  i know i would rather read real poetry literature   i n t even think small kids would like confusing book 
4,he best writers nonsense verse  he wrote  the owl pussycat  the nonsense abcs   numerous limmericks dwahl
2,the two stars refer course book format  i recently acquired first kindle thought i d download freebies try  this quite disappointing  since limericks contains appear continuous text  quite inconvenient read  it s wonderfully entertaining book get print form though 
1,there headings pictures  pictures  so half content missing edition  and  remaining limericks silly 
2,enterence video  storylines  much lesser wrestlers enjoyable playing mode  please next time think things enjoyable playing gba 
3,ok basically exact first r2wm theres entrances graphics r million times better first  shopzone pretty pointless cant buy anything get stuff look pretty cool first see though  you get  less superstars clearly identify  win titles title history  guys available r  rock  hhh  hogan  taker  angle  y2j  rvd  kane  nash  booker  edge  christian  bubba  dvon testanywayshighly recommended rentyour opinion buy
4,game fun baby  got last week  better graphics road wrestlemania  kane  undertaker  rock still git infinity stars 
5,cut crap  s motorhead  s rock  roll  loud  dirty  agressive  singalong album by far  favourite motorhead album  actually still survives collection nowadays many eternal hard rock classics must listened every metal  hard rock  stoner fan xxi century check overkill  stay clean  class  ll sister  metropolis 
5,i decided buy album good friends metallica told really liked band  they covered four songs garage  inc album  i thought could n t bad  and motorhead awesome  this wonderful noise  especially title track  feels like go forever  ok   stay clean  great bass solo  lemmy n t really sing  s ok  i still crazy vibe album  it s hard believe guy trio  sound larger  overkill perfect introduction genius    motorhead 
4,hear bad nasty music feel ears raped  n t help  like  pure musical mayhem  well worth  stars 
2,i thought dvd concert footage still shots music  i love album motorhead though 
3,this book perhaps well named  it not spooky spectacular halloween parties  you n t find creative decorating innovative costume ideas  rather nice recipe book adult dinners  fun cocktails  elegant place settings seasonal supper party  it n t one shop top halloween party ideas  i really like magical spell ideas  fun dinner drink recipes 
2,this books i like idea  much execution  it s gotten point book word  spooky   variation  cover  i m going assume s  the idea  offering ideas six themed parties  would make excellent book actually halloween themed  sadly  even halloween specific party suggestions fall little flat 
3,i m huge halloween fanatic quite books subject i m always looking new fresh ideas  this would good book someone retro theme book seemed like focused soley  s  i sadly disappointed book  but retro thing  nice ideas  nothing new recipe section either 
3,it ruined last fifteen pages  this particular version e book severe editing issues  audio book goes spastic around time faulty organization text  leaving reader confused 
3,i downloaded book i something i may read  i read overseas flights 
3,i intrigued movie  john carter  decided read books  since free kindle  i found first    imaginative adventurous kind lost edge  also got tired little  time  mostly action    action bad  nice get background culture description well  but sci fi must read 
5,more similar simplicity princess mars gods warlord  john carter s engages search abducted thuvia  remains prime suspect abduction  usual strange meetings stranger neighborhoods  story little less frenentic gods warlord  carthoris thuvia solid characters 
4,thuvia  maid mars classic pulp science fiction our hero framed abduction princess thuvia  goes rescue clear name it s pretty classic romance plot  hero heroine love  unsure feels  societal political conventions standing way  shhhh   n t tell 
3,i enjoyed story much barsoom books edgar rice burroughs  however i would n t recommend illustrated version  the typeface spacing novel kindle edition made book difficult read  i constantly tapping button go next page since words page  almost like children s book  if i would purchased different version i would give book least  stars 
3,readers remember age context book entire erb series  all i found reading series enjoyable  the would extensively up dated someone try push today 
3,i found thuvia  maid mars enjoyable story  it follows next generation characters  fallible overall less fun john carter 
1,i read first  john carter books wanted see story progressed  edgar rice b made bored style  this story long description short plot  there much description i lost track i reading  i realize wrote last century people realize mars  i guess i embarrassed mars rover proves edgar rice right      
4,awesome book  i ve read books series  you disappointed  edgar rice burroughs time author i look forward reading form 
2,this album offers nothing new exciting genre metal  this reminiscent mediocre late s trash metal  songs sounding  mid paced tempos simplistic solos abound  moronic wayyyyy out of date pretend satanic lyrics cartoony cover art  just dumb  dumb  dumb  want real thrash metal  aside big four  try coroner  arch enemy  arsis  the crown  haunted  hypocrisy  others poop album miles 
4,one help find entranced soundscapes chicago group creates  songs   afternoon speaker   cruising vocals sam prekop bring back i may call   simpler time   kind nostalgia mode  strange vast songs  seem span horizon  yet remind good feels use headphones keep things self  like chapter good book  album keep rolling upon sand dunes  finally ending sand caked feet good tan  afternoon still continuing  an excellent album   as side note  design album s case fantastic  
3,i pumped album released  unfortunately  i bit disappointed  the music album characteristically sea cake  mellow relaxing  what lacks  however  compared  the biz     the fawn     nassau   upbeat songs  when i listen album  songs seem blend together  the magic behind albums taking rocking stuff keeping somehow unintrusive  i would highly suggest buying  nassau    the biz   ve never heard  the sea cake   i ll still listen album  course 
4,some people find bad taste music rest sea cake whose originality creativity rarity days  no cool videos haircuts even cool belt  damn fine music  listen  photos  man   some people find boring feel bad simple minds wrap around cakes sweet melodies  colony fabulous among others 
4,onth album  seemed like fun side project surely coming  refined  intimately arranged group offered arguably sleekest sophistication date 
5,something cult band insofar albums  although critically applauded  usually stumbled across word mouth  the unashamedly easy listening  tag associated music  probably deters people  but actually listen tracks  s preciousness accessibly music  although features lyrics hushed sighs  several instrumental tracks feature throughout  you d cynical listener smile hearing catchy guitar pop  afternoon speaker   indeed acoustic lounge  the leaf     not album impress friends  but music evokes positive expression  sunny afternoon every turn  restrained  bittersweet indie pop rarely well composed 
3,sucked unassuming gem record called the fawn  i continue listen new sea cake music though  honestly  thrill paled  perhaps band    oui fine record  sam prekop  leader sea cake  seems working desire arto lindsay fronting stereolab  could n t tell s singing  vocals n t inaudible  though whispered  barely projected  he seems disinterested s singing  i  as long keep tempos jaunty  oui moves along nice clip  when slow things  re deadly 
2,pretty horrible  like wwe women cant wrestle expecially harcore wrestling sexxxy eddy best part whole dvd  there bonus matches wtf   it says isnt tournament  do buy  i listened review didnt
5,simple install easy use software eat much memory works without much intrusion daily life fore i give  stars updates done often often wish short time download   try programs nature i would buy 
1,first seems like perfect antirvirus program   cheap  uses minimal resources  simple use  lifetime subscription free  could wrong  everything  see  problem n t program n t find viruses  problem it finds them and does n t do anything with them  s right  leaves viruses right   useful way  looked options make sure cleaned deleted viruses  still log report would announce   many  viruses could deleted cleaned   well  thanks nothing  m going return get real antivirus program 
2,bought program spring  i ve using program  months  program prompts renew subcription  i n t manually run virus scan program requests i renew subcription  other programs give year use renewing  i m certain product working correctly  i m going use different product instead 
1,if security minded choose use e mail client like thunderbird bundled opera e mail client program not protect  not  fact ca anti virus only work ms outlook outlook express revealed documentation  i found hard way manual scan found virus opera mail folder could n t clean quarantine  the ca tech confirmed av program works ms e mail clients  to false advertising   
1,dont buy or even install a trial of this software until you read this    i tried program recommendation microsoft web site  warning right  on install etrust antivirus software  nothing else antivirus  broke zone alarm firewall  interrupted internet browsing caused system hang  i uninstalled tried installing antivirus programs since none install  keep popping guess error message  that s right  please uninstall etrust antivirus software  incompatible software  i ve emailed etrust tried thier live  online chat get response  the software evil  looks like i format hard drive get rid  i find related keys registry clean hand  do n t repeat mistake   
1,i got product april exactly two months later said subscription expired i needed renew order keep receiving updates antivirus protection i wrote company week later sent reply  the reply go update center renew  i sure n t going pay something i two months suppose last year i ll going back trusted norton antivirus  may slow least i buy year 
1,once year long subscription expired  i unable uninstall ca etrust  it pops nag window every minutes  click exit  pops browser window takes ca s web page  i tried uninstalling many different ways avail  this going months makes computer painful use my attempts reach support futile  their support page n t work browser  ie   phone line pay  i probably paying  this much worse virus  at least virus i go buy norton clean things 
2,first  n t even bother mentioning sixty watt shaman sentence alice chains soundgarden  cantrell talent pinky sixty watt together  if check real stoner rock  kyuss queens the stone age good start  this album mediocre best  red colony seems song i could really get  cool album cover though  maryland must really lame stoner rock scene  ca  sixty watt shaman would go unnoticed 
4,picked album i saw band play clutch coc  very cool  mellow rock groove throughout   kind funky coc gov t mule kind sound lot songs   excellent choice fans  stoner rock   especially  fear death water    poor robert henry   definite old school southern rock feel   check guys  s worth 
4,this first true recording project  although thier second full album  i give album four stars   though i love album band  five stars would mean s album stands next physical graffitti  white album  select records  this album must fans enjoy splinter disciplines sabbath  hendrix  zeppelin started  an album worth money  many great songs performances  if criticisms  would production  it leaves room improvement  beyond  i hope band continue build upon awesome release years  purchas enjoy 
3,if like fun genre known  stoner rock    ll like sixty watt  they revel sabbath riffs  mixed liberal doses southern rock  in case  s bad   fear death by water  cool slide licks singer dan kerzwick s rasp sounds like drankth whiskey   low earth orbit  laid back groove existential lyrics   roll the stone  pure skynyrd way  as lot bands play kind music  repetoire limited awhile songs tend repeat  this record good beginning though 
1,one  neoprene seat covers got ripped vacuum cleaner year  something happen begin  but coverking customer service helping would sell replacement seat cover  sell  time  full retail  beware durability quality control  definitely beware customer service  lack thereof 
1,after adjusting leg pieces several days  wearing socks  boots  even replacing foam rolls i still prevent ankle strain using product  evendegree incline  i know somebody else like i guess depends person  i heavy size never thought would issue 
5,this card free new panasonic lumix tz   it came pre formatted  plenty capacity certainly fast enough needs  i n t shoot movies multiple frame sequences often  all  i m pleased 
2,did work palm t c right away i ve used purpose  i expect either palm sd release proper software work palm t c 
1,do order item expect get see  i ordered super high speed card  rpsdh01gu1a  i got low quality high speed card  rpsdk01gu1a   seems kind scam ritz running amazon s blessing  buyer beware  this happened order amazon s partners  amazon nothing help 
4,the product title incorrect  this cardmb s x   that actually says box x  it n t problemx plenty fast panasonic fx30 camera  but really requirex  i e mb s  card 
1,i ordered panasonicgb secure digital  sd  card  rpsdh01gu1a  whichx speed bm s  i received rp sdq01gx speed mb s   ritzcamera cheat  you find part sent  less amazon free shipping 
5,since issue people getting wrong card  i wanted say amazon send correct card i nikon coolpixm camera  the card seems work fast  i tried days 
2,this lunch box actually small flimsy used  my grandson puts disney miniature cars  instead  once filled  latch would barely stay closed order hold contents  basically  s cheap piece metal disney cars painted justify price 
1,i believe  discounted  price   buy identical item suppliers amazon    s right   less   search  key float   
3,this wonderful awful  always gadzooksie  a pures musical plus yma sumac  hired periodically yelp screechy song ok  i luvit 
3,i n t really say anything really  after reading yma sumac s incredible range  little disappointing find remarkable weird version humming  her songs n t actually lyrics  there nice numbers  nothing really stands mind  here s your illusions probably best number s pleasant  i d say main reason buy collectors value  barbara cook  it probably n t around much future 
1,what little plot old  aliens send rep look us  only interested sex lives  plenty good looking babes  no acting tallent  the music bites 
2,a dvd clear good photography quite pleasant watch little embarrasing family company  really suitable watching private 
1,for kind movie supposed get bord skip  but s happened only person could act  most women maxs  the best part movie front cover 
3,there enough plot acting good enough movie watchable  even soft porn looking 
5,overall movie might considered plot i say blonde movie simply awesome  the ending blow mind wow anything get movie watch ending    
3,this n t i thought soft core i guess i watched  times i guess i got i paid for lol
4,i mood alien invasion movies day watched small marathon  as well movies the arrival  i watched film called femalien  femalien reminds modern remake the girl from starship venus femalien story alien landing earth study human interactions  the energy given form young woman  what follows scenes spying couples interactions others  the alien collecting cataloging experiences race risen physicality still miss  during adventures tries help local woman retain ownership diner while plot weak i recommend film times movie like invasion star creatures galaxina sort thing looking 
2,the r rated dvd movie worth price  it s cut smithereens  buy unrated version  instead 
3,i got sexual seens i ve heard  fine women  something could n t watch twice  it gets boring  oh   get unrated version  i n t see guys stay limp working girls 
3,cinemaxs movie  given dont look anything deep good acting 
1,big disappointment  during simulated unsexy sex scenes sound track changes awful detached music kills mood  the main charactor n t even good looking  you  hot stuff   then check  unedited unrated versions  emmanuelle  emmanuelle   dessert hearts  hottest lesbian scene ever made   butterflies are free  tender cousins  french language version   carried away  lured innocence  that s  a  list erotica  warning n t view time  ll melt vcr 
3,plenty skin  lots silicone  paper thin dialogue  overbearing  godawful soundtrack  they could done lot better either decent music none  n t let give  half stars  i would give many  best  save money decent porno flick  this n t quite cut 
3,understandable  though could great spoof  like  cannibal women   could great erotic adventure   could mighty declaration power eros sorry   none guys film get  good  the gals ok  problem stop  there problem 
2,because video unrated carries warning information area i feel shoppers aware rights soft core porn film strong sexual content little science fiction  i bought vhs version another source expecting sort movie  roger corman presents  might sponsor  something along lines  species  amanda  alien  while vein latter sci fi part   technology matter   limited teleportations via telekinesis aura emotion melding  the movie probably  time made sexual contact  technically movie suprisingly well made genera  it shot film  video tape   the scenery professionally done acting level reaches daytime soap operas  the sound quality bad  so technical qualities transfered dvd  beware content 
3,femalien pretty decent plot  great looking women pretty good softcore action  it s mainly female alien  tara   venesa taylor  comes earth study human sexuality  she observes participates genders human species action orgies  the lead actress taylor  tara  attractive buxom  girl next door  sort way comes sweet good natured  in fact  women way movie notable aspect female characters  a pretty decent soft adult film fare slight plot hovering writhing flesh  
4,as nerd  i d always dreamed race nymphomaniacal superwomen would descend upon space probe  until night happened  it turns excessive probing quite painful  mention humiliating  femalien offers nerds scared undergo sexy alien abduction legitimate erotic alternative  three billion thumbs 
1,i movie  i saw collectors addition  flyboys game  i thought i would buy market place  good seller  dvd game advertised  it came demo version game  they said box  thanks bunch false advertisement  thought extras might make  wrong  do n t waste time money 
1,i m aviation buff i ll accept mediocre screenplay poor character development flying worthwhile  sorry say film falls short fronts  intended   the cgi flying scenes contrived  sadly inaccurate  the fokker triplane introduced not plot suggests  nieuport gnome rotary engine revolved around s crankshaft  closeups  cylinders stationary now plot  cliches movie  i appreciate campy lines  we n t send green kids flimsy crates   re delivered errol flynn basil rathbone  the dawn patrol  dialogue flat acting passable best i hoping film would better reviews suggested  n t  do n t waste time 
4,if ever movie designed james dean style actor   although  inspired  true story  nothing original movie s story line s outcome rather predictable  know wwi ended   even two criticisms nothing away action portrayed movie  i missed seeing cinemas watched dvd  i really wish i made effort viewed big screen  the scene french bi planes attacking zeppelin awesome  fight scenes plenty  there real disappointments movie  failing see big screen   great watch  walk away thinking   pretty good  i d watch     
